bridge_id,bauwerksart_text,baustoffklasse,laenge,breite,baujahr,traffic_dtv_latest,traffic_dtv_mean,zustandsnote,zustandsnotenklasse,gis_ort,gis_kreis,gis_bundesland,geom_x,geom_y
4326519._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,43.34,12.68,1954,,,1.8,1.5  -  1.9,Katlenburg                                        ,Northeim                                                                        ,NI,1124757.7151000015,6742670.722000003
4326520._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,4.0,14.2,1953,,,2.3,2.0  -  2.4,Katlenburg                                        ,Northeim                                                                        ,NI,1125092.192499999,6742694.704099998
4331801._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,4.25,12.48,1998,,,2.4,2.0  -  2.4,Rotacker                                          ,Harz                                                                            ,ST,1206053.0242,6741175.3571000025
4326521._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,4.7,13.0,1952,10336.0,10913.666666666666,2.2,2.0  -  2.4,Hammenstedt                                       ,Northeim                                                                        ,NI,1119292.2054000013,6745651.647100002
4327002._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Holz,2.98,2.86,2006,,,2.7,2.5  -  2.9,Bilshausen                                        ,Göttingen                                                                       ,NI,1135530.8214000016,6732663.539300002
4327501._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,17.5,11.06,1938,,,3.3,3.0  -  3.4,Gieboldehausen                                    ,Göttingen                                                                       ,NI,1137304.3291000016,6728779.782799996
4327503._0,Plattenbrücke                                                                   ,Spannbeton,39.9,17.5,1963,,,2.4,2.0  -  2.4,Gieboldehausen                                    ,Göttingen                                                                       ,NI,1136699.4365999997,6729789.941100001
4327504._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,26.9,11.7,1938,,,2.5,2.5  -  2.9,Gieboldehausen                                    ,Göttingen                                                                       ,NI,1136828.6563999988,6729213.191799998
4327505._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,18.0,11.7,1938,,,2.8,2.5  -  2.9,Gieboldehausen                                    ,Göttingen                                                                       ,NI,1136915.2514999993,6729133.582900003
4327510._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,44.6,11.0,1935,,,2.5,2.5  -  2.9,Gieboldehausen                                    ,Göttingen                                                                       ,NI,1136710.9398999996,6730881.0396
4331802._0,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,2.86,15.2,1960,,,2.0,2.0  -  2.4,Hasselfelde                                       ,Harz                                                                            ,ST,1206796.8531999998,6743544.320600003
4327512._0,"Rohr als Brücke, ohne Ummantelung                                               ",Stahl/Leichtmetall,3.0,21.39,1999,,,2.3,2.0  -  2.4,Elbingen                                          ,Göttingen                                                                       ,NI,1139254.4752999991,6730646.544200003
4327514._0,Gewölbe-/Bogenbrücke mit Lastverteilungsplatte                                  ,Stein,2.95,11.15,1964,,,2.9,2.5  -  2.9,Gieboldehausen                                    ,Göttingen                                                                       ,NI,1135533.3416999988,6732657.8543
4327525._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,58.0,14.0,1970,,,2.8,2.5  -  2.9,Herzberg                                          ,Göttingen                                                                       ,NI,1148753.4569000006,6736828.236000001
4327526._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,15.2,22.56,1969,,,2.5,2.5  -  2.9,Herzberg                                          ,Göttingen                                                                       ,NI,1149923.6517999992,6737132.840899996
4327535._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,7.58,15.5,1975,,,2.5,2.5  -  2.9,Auekrug                                           ,Göttingen                                                                       ,NI,1142835.4514000006,6732450.4318
4327536._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,35.0,6.0,1974,,,2.9,2.5  -  2.9,Gieboldehausen                                    ,Göttingen                                                                       ,NI,1141940.432799999,6731803.273000002
4327537._0,Hohlkastenbrücke                                                                ,Spannbeton,59.5,6.0,1974,,,2.8,2.5  -  2.9,Auekrug                                           ,Göttingen                                                                       ,NI,1142752.3244999982,6732264.036300004
